date,contact tracing,isPartial
2020-07-27,74,False
2020-07-28,100,False
2020-07-29,0,False
2020-07-30,81,False
2020-07-31,0,False
2020-08-01,0,False
2020-08-02,0,False
2020-08-03,0,False
2020-08-04,0,False
2020-08-05,86,False
2020-08-06,0,False
2020-08-07,0,False
2020-08-08,0,False
2020-08-09,0,False
2020-08-10,0,False
2020-08-11,96,False
2020-08-12,0,False
2020-08-13,77,False
2020-08-14,0,False
2020-08-15,0,False
2020-08-16,0,False
2020-08-17,83,False
2020-08-18,86,False
2020-08-19,89,False
2020-08-20,64,False
2020-08-21,0,False
2020-08-22,0,False
2020-08-23,0,False
2020-08-24,70,False
2020-08-25,68,False
2020-08-26,0,False
