date,contact tracing,isPartial
2021-01-21,78,False
2021-01-22,0,False
2021-01-23,86,False
2021-01-24,0,False
2021-01-25,75,False
2021-01-26,0,False
2021-01-27,83,False
2021-01-28,75,False
2021-01-29,72,False
2021-01-30,0,False
2021-01-31,0,False
2021-02-01,85,False
2021-02-02,62,False
2021-02-03,0,False
2021-02-04,0,False
2021-02-05,83,False
2021-02-06,88,False
2021-02-07,0,False
2021-02-08,0,False
2021-02-09,89,False
2021-02-10,0,False
2021-02-11,65,False
2021-02-12,0,False
2021-02-13,0,False
2021-02-14,84,False
2021-02-15,88,False
2021-02-16,70,False
2021-02-17,100,False
2021-02-18,0,False
2021-02-19,87,False
2021-02-20,0,False
