date,contact tracing,isPartial
2021-01-04,0,False
2021-01-05,0,False
2021-01-06,52,False
2021-01-07,42,False
2021-01-08,0,False
2021-01-09,0,False
2021-01-10,0,False
2021-01-11,42,False
2021-01-12,0,False
2021-01-13,61,False
2021-01-14,46,False
2021-01-15,53,False
2021-01-16,0,False
2021-01-17,0,False
2021-01-18,100,False
2021-01-19,42,False
2021-01-20,0,False
2021-01-21,49,False
2021-01-22,0,False
2021-01-23,54,False
2021-01-24,0,False
2021-01-25,47,False
2021-01-26,0,False
2021-01-27,52,False
2021-01-28,47,False
2021-01-29,45,False
2021-01-30,0,False
2021-01-31,0,False
2021-02-01,54,False
2021-02-02,39,False
2021-02-03,0,False
