date,contact tracing,isPartial
2021-02-27,0,False
2021-02-28,0,False
2021-03-01,0,False
2021-03-02,0,False
2021-03-03,35,False
2021-03-04,48,False
2021-03-05,50,False
2021-03-06,0,False
2021-03-07,0,False
2021-03-08,67,False
2021-03-09,54,False
2021-03-10,58,False
2021-03-11,43,False
2021-03-12,50,False
2021-03-13,0,False
2021-03-14,100,False
2021-03-15,50,False
2021-03-16,60,False
2021-03-17,56,False
2021-03-18,52,False
2021-03-19,67,False
2021-03-20,43,False
2021-03-21,0,False
2021-03-22,45,False
2021-03-23,35,False
2021-03-24,45,False
2021-03-25,48,False
2021-03-26,44,False
2021-03-27,0,False
2021-03-28,66,False
2021-03-29,52,False
