date,contact tracing,isPartial
2021-02-03,0,False
2021-02-04,66,False
2021-02-05,81,False
2021-02-06,73,False
2021-02-07,0,False
2021-02-08,0,False
2021-02-09,91,False
2021-02-10,61,False
2021-02-11,55,False
2021-02-12,0,False
2021-02-13,0,False
2021-02-14,100,False
2021-02-15,85,False
2021-02-16,55,False
2021-02-17,59,False
2021-02-18,0,False
2021-02-19,64,False
2021-02-20,0,False
2021-02-21,89,False
2021-02-22,52,False
2021-02-23,76,False
2021-02-24,0,False
2021-02-25,59,False
2021-02-26,73,False
2021-02-27,0,False
2021-02-28,0,False
2021-03-01,0,False
2021-03-02,0,False
2021-03-03,0,False
2021-03-04,59,False
2021-03-05,81,False
