date,contact tracing,isPartial
2020-08-23,0,False
2020-08-24,42,False
2020-08-25,0,False
2020-08-26,0,False
2020-08-27,59,False
2020-08-28,45,False
2020-08-29,0,False
2020-08-30,0,False
2020-08-31,0,False
2020-09-01,0,False
2020-09-02,37,False
2020-09-03,0,False
2020-09-04,38,False
2020-09-05,0,False
2020-09-06,0,False
2020-09-07,42,False
2020-09-08,0,False
2020-09-09,0,False
2020-09-10,49,False
2020-09-11,0,False
2020-09-12,100,False
2020-09-13,47,False
2020-09-14,53,False
2020-09-15,76,False
2020-09-16,62,False
2020-09-17,40,False
2020-09-18,0,False
2020-09-19,0,False
2020-09-20,0,False
2020-09-21,40,False
2020-09-22,50,False
