date,contact tracing,isPartial
2020-10-08,72,False
2020-10-09,0,False
2020-10-10,0,False
2020-10-11,70,False
2020-10-12,63,False
2020-10-13,0,False
2020-10-14,50,False
2020-10-15,0,False
2020-10-16,0,False
2020-10-17,0,False
2020-10-18,0,False
2020-10-19,65,False
2020-10-20,0,False
2020-10-21,53,False
2020-10-22,0,False
2020-10-23,0,False
2020-10-24,0,False
2020-10-25,0,False
2020-10-26,0,False
2020-10-27,0,False
2020-10-28,56,False
2020-10-29,82,False
2020-10-30,100,False
2020-10-31,0,False
2020-11-01,92,False
2020-11-02,81,False
2020-11-03,80,False
2020-11-04,0,False
2020-11-05,0,False
2020-11-06,77,False
2020-11-07,81,False
