date,contact tracing,isPartial
2020-11-01,89,False
2020-11-02,79,False
2020-11-03,77,False
2020-11-04,0,False
2020-11-05,0,False
2020-11-06,75,False
2020-11-07,78,False
2020-11-08,100,False
2020-11-09,64,False
2020-11-10,89,False
2020-11-11,0,False
2020-11-12,94,False
2020-11-13,0,False
2020-11-14,0,False
2020-11-15,0,False
2020-11-16,0,False
2020-11-17,0,False
2020-11-18,0,False
2020-11-19,57,False
2020-11-20,0,False
2020-11-21,0,False
2020-11-22,0,False
2020-11-23,0,False
2020-11-24,0,False
2020-11-25,64,False
2020-11-26,0,False
2020-11-27,82,False
2020-11-28,90,False
2020-11-29,82,False
2020-11-30,69,False
2020-12-01,76,False
