date,contact tracing,isPartial
2021-01-23,0,False
2021-01-24,0,False
2021-01-25,58,False
2021-01-26,64,False
2021-01-27,58,False
2021-01-28,96,False
2021-01-29,64,False
2021-01-30,0,False
2021-01-31,0,False
2021-02-01,70,False
2021-02-02,72,False
2021-02-03,0,False
2021-02-04,70,False
2021-02-05,0,False
2021-02-06,0,False
2021-02-07,99,False
2021-02-08,0,False
2021-02-09,73,False
2021-02-10,94,False
2021-02-11,77,False
2021-02-12,0,False
2021-02-13,0,False
2021-02-14,0,False
2021-02-15,91,False
2021-02-16,61,False
2021-02-17,60,False
2021-02-18,59,False
2021-02-19,89,False
2021-02-20,0,False
2021-02-21,100,False
2021-02-22,60,False
