date,contact tracing,isPartial
2020-08-22,0,False
2020-08-23,0,False
2020-08-24,56,False
2020-08-25,55,False
2020-08-26,0,False
2020-08-27,51,False
2020-08-28,51,False
2020-08-29,0,False
2020-08-30,0,False
2020-08-31,60,False
2020-09-01,55,False
2020-09-02,44,False
2020-09-03,62,False
2020-09-04,48,False
2020-09-05,0,False
2020-09-06,0,False
2020-09-07,47,False
2020-09-08,0,False
2020-09-09,0,False
2020-09-10,53,False
2020-09-11,0,False
2020-09-12,100,False
2020-09-13,0,False
2020-09-14,85,False
2020-09-15,86,False
2020-09-16,75,False
2020-09-17,0,False
2020-09-18,58,False
2020-09-19,0,False
2020-09-20,49,False
2020-09-21,44,False
