date,contact tracing,isPartial
2020-09-08,0,False
2020-09-09,0,False
2020-09-10,57,False
2020-09-11,0,False
2020-09-12,100,False
2020-09-13,51,False
2020-09-14,68,False
2020-09-15,70,False
2020-09-16,72,False
2020-09-17,49,False
2020-09-18,50,False
2020-09-19,0,False
2020-09-20,64,False
2020-09-21,43,False
2020-09-22,47,False
2020-09-23,74,False
2020-09-24,0,False
2020-09-25,58,False
2020-09-26,0,False
2020-09-27,0,False
2020-09-28,67,False
2020-09-29,58,False
2020-09-30,0,False
2020-10-01,57,False
2020-10-02,67,False
2020-10-03,54,False
2020-10-04,85,False
2020-10-05,60,False
2020-10-06,58,False
2020-10-07,42,False
