date,contact tracing,isPartial
2021-02-09,67,False
2021-02-10,45,False
2021-02-11,58,False
2021-02-12,0,False
2021-02-13,0,False
2021-02-14,0,False
2021-02-15,99,False
2021-02-16,57,False
2021-02-17,81,False
2021-02-18,47,False
2021-02-19,68,False
2021-02-20,0,False
2021-02-21,93,False
2021-02-22,0,False
2021-02-23,52,False
2021-02-24,0,False
2021-02-25,0,False
2021-02-26,66,False
2021-02-27,0,False
2021-02-28,0,False
2021-03-01,0,False
2021-03-02,46,False
2021-03-03,53,False
2021-03-04,91,False
2021-03-05,60,False
2021-03-06,0,False
2021-03-07,0,False
2021-03-08,100,False
2021-03-09,85,False
2021-03-10,64,False
2021-03-11,78,False
