date,contact tracing,isPartial
2020-12-19,60,False
2020-12-20,0,False
2020-12-21,0,False
2020-12-22,51,False
2020-12-23,0,False
2020-12-24,0,False
2020-12-25,0,False
2020-12-26,0,False
2020-12-27,0,False
2020-12-28,0,False
2020-12-29,0,False
2020-12-30,62,False
2020-12-31,0,False
2021-01-01,0,False
2021-01-02,0,False
2021-01-03,0,False
2021-01-04,52,False
2021-01-05,0,False
2021-01-06,0,False
2021-01-07,54,False
2021-01-08,0,False
2021-01-09,63,False
2021-01-10,0,False
2021-01-11,0,False
2021-01-12,42,False
2021-01-13,92,False
2021-01-14,43,False
2021-01-15,50,False
2021-01-16,61,False
2021-01-17,0,False
2021-01-18,100,False
