date,contact tracing,isPartial
2021-01-12,0,False
2021-01-13,61,False
2021-01-14,46,False
2021-01-15,0,False
2021-01-16,0,False
2021-01-17,0,False
2021-01-18,100,False
2021-01-19,53,False
2021-01-20,0,False
2021-01-21,0,False
2021-01-22,0,False
2021-01-23,70,False
2021-01-24,0,False
2021-01-25,68,False
2021-01-26,0,False
2021-01-27,0,False
2021-01-28,51,False
2021-01-29,54,False
2021-01-30,0,False
2021-01-31,66,False
2021-02-01,56,False
2021-02-02,95,False
2021-02-03,0,False
2021-02-04,52,False
2021-02-05,64,False
2021-02-06,57,False
2021-02-07,0,False
2021-02-08,0,False
2021-02-09,72,False
2021-02-10,48,False
2021-02-11,43,False
