date,contact tracing,isPartial
2021-02-05,0,False
2021-02-06,0,False
2021-02-07,98,False
2021-02-08,0,False
2021-02-09,72,False
2021-02-10,92,False
2021-02-11,76,False
2021-02-12,0,False
2021-02-13,0,False
2021-02-14,0,False
2021-02-15,89,False
2021-02-16,60,False
2021-02-17,59,False
2021-02-18,58,False
2021-02-19,88,False
2021-02-20,0,False
2021-02-21,98,False
2021-02-22,59,False
2021-02-23,71,False
2021-02-24,70,False
2021-02-25,67,False
2021-02-26,100,False
2021-02-27,0,False
2021-02-28,0,False
2021-03-01,0,False
2021-03-02,0,False
2021-03-03,58,False
2021-03-04,79,False
2021-03-05,83,False
2021-03-06,0,False
2021-03-07,0,False
