date,contact tracing,isPartial
2021-02-04,50,False
2021-02-05,59,False
2021-02-06,63,False
2021-02-07,0,False
2021-02-08,64,False
2021-02-09,68,False
2021-02-10,46,False
2021-02-11,58,False
2021-02-12,0,False
2021-02-13,0,False
2021-02-14,0,False
2021-02-15,100,False
2021-02-16,57,False
2021-02-17,82,False
2021-02-18,48,False
2021-02-19,69,False
2021-02-20,0,False
2021-02-21,94,False
2021-02-22,0,False
2021-02-23,53,False
2021-02-24,0,False
2021-02-25,0,False
2021-02-26,67,False
2021-02-27,0,False
2021-02-28,0,False
2021-03-01,0,False
2021-03-02,47,False
2021-03-03,53,False
2021-03-04,92,False
2021-03-05,61,False
2021-03-06,0,False
