date,contact tracing,isPartial
2021-01-20,0,False
2021-01-21,0,False
2021-01-22,0,False
2021-01-23,74,False
2021-01-24,0,False
2021-01-25,71,False
2021-01-26,0,False
2021-01-27,0,False
2021-01-28,54,False
2021-01-29,57,False
2021-01-30,0,False
2021-01-31,70,False
2021-02-01,59,False
2021-02-02,100,False
2021-02-03,0,False
2021-02-04,55,False
2021-02-05,67,False
2021-02-06,60,False
2021-02-07,0,False
2021-02-08,0,False
2021-02-09,76,False
2021-02-10,51,False
2021-02-11,46,False
2021-02-12,0,False
2021-02-13,0,False
2021-02-14,83,False
2021-02-15,71,False
2021-02-16,45,False
2021-02-17,49,False
2021-02-18,0,False
2021-02-19,53,False
