date,contact tracing,isPartial
2020-10-27,0,False
2020-10-28,55,False
2020-10-29,100,False
2020-10-30,95,False
2020-10-31,82,False
2020-11-01,0,False
2020-11-02,0,False
2020-11-03,0,False
2020-11-04,0,False
2020-11-05,54,False
2020-11-06,56,False
2020-11-07,0,False
2020-11-08,89,False
2020-11-09,57,False
2020-11-10,68,False
2020-11-11,0,False
2020-11-12,0,False
2020-11-13,0,False
2020-11-14,0,False
2020-11-15,0,False
2020-11-16,59,False
2020-11-17,0,False
2020-11-18,0,False
2020-11-19,0,False
2020-11-20,0,False
2020-11-21,0,False
2020-11-22,0,False
2020-11-23,67,False
2020-11-24,65,False
2020-11-25,0,False
2020-11-26,0,False
