date,contact tracing,isPartial
2021-02-08,0,False
2021-02-09,65,False
2021-02-10,84,False
2021-02-11,69,False
2021-02-12,0,False
2021-02-13,0,False
2021-02-14,0,False
2021-02-15,81,False
2021-02-16,54,False
2021-02-17,53,False
2021-02-18,53,False
2021-02-19,79,False
2021-02-20,0,False
2021-02-21,89,False
2021-02-22,54,False
2021-02-23,64,False
2021-02-24,64,False
2021-02-25,61,False
2021-02-26,91,False
2021-02-27,0,False
2021-02-28,0,False
2021-03-01,0,False
2021-03-02,0,False
2021-03-03,53,False
2021-03-04,71,False
2021-03-05,76,False
2021-03-06,0,False
2021-03-07,0,False
2021-03-08,100,False
2021-03-09,81,False
2021-03-10,86,False
