date,contact tracing,isPartial
2021-03-14,100,False
2021-03-15,50,False
2021-03-16,60,False
2021-03-17,56,False
2021-03-18,52,False
2021-03-19,67,False
2021-03-20,43,False
2021-03-21,0,False
2021-03-22,45,False
2021-03-23,35,False
2021-03-24,45,False
2021-03-25,48,False
2021-03-26,44,False
2021-03-27,0,False
2021-03-28,66,False
2021-03-29,52,False
2021-03-30,44,False
2021-03-31,57,False
2021-04-01,0,False
2021-04-02,0,False
2021-04-03,0,False
2021-04-04,47,False
2021-04-05,39,False
2021-04-06,44,False
2021-04-07,43,False
2021-04-08,60,False
2021-04-09,0,False
2021-04-10,0,False
2021-04-11,0,False
2021-04-12,51,False
2021-04-13,33,False
