date,contact tracing,isPartial
2020-11-02,0,False
2020-11-03,0,False
2020-11-04,0,False
2020-11-05,52,False
2020-11-06,60,False
2020-11-07,66,False
2020-11-08,55,False
2020-11-09,56,False
2020-11-10,67,False
2020-11-11,0,False
2020-11-12,0,False
2020-11-13,0,False
2020-11-14,0,False
2020-11-15,0,False
2020-11-16,0,False
2020-11-17,0,False
2020-11-18,0,False
2020-11-19,0,False
2020-11-20,0,False
2020-11-21,0,False
2020-11-22,0,False
2020-11-23,0,False
2020-11-24,0,False
2020-11-25,59,False
2020-11-26,0,False
2020-11-27,0,False
2020-11-28,82,False
2020-11-29,81,False
2020-11-30,73,False
2020-12-01,59,False
2020-12-02,100,False
