date,contact tracing,isPartial
2021-02-22,53,False
2021-02-23,44,False
2021-02-24,49,False
2021-02-25,47,False
2021-02-26,54,False
2021-02-27,0,False
2021-02-28,56,False
2021-03-01,0,False
2021-03-02,0,False
2021-03-03,0,False
2021-03-04,40,False
2021-03-05,58,False
2021-03-06,0,False
2021-03-07,0,False
2021-03-08,61,False
2021-03-09,51,False
2021-03-10,0,False
2021-03-11,63,False
2021-03-12,68,False
2021-03-13,0,False
2021-03-14,100,False
2021-03-15,59,False
2021-03-16,68,False
2021-03-17,69,False
2021-03-18,64,False
2021-03-19,85,False
2021-03-20,49,False
2021-03-21,77,False
2021-03-22,88,False
2021-03-23,45,False
2021-03-24,41,False
