date,contact tracing,isPartial
2020-09-29,100,False
2020-09-30,0,False
2020-10-01,0,False
2020-10-02,70,False
2020-10-03,85,False
2020-10-04,82,False
2020-10-05,0,False
2020-10-06,72,False
2020-10-07,64,False
2020-10-08,0,False
2020-10-09,76,False
2020-10-10,0,False
2020-10-11,0,False
2020-10-12,0,False
2020-10-13,0,False
2020-10-14,58,False
2020-10-15,0,False
2020-10-16,0,False
2020-10-17,0,False
2020-10-18,0,False
2020-10-19,93,False
2020-10-20,0,False
2020-10-21,0,False
2020-10-22,0,False
2020-10-23,0,False
2020-10-24,0,False
2020-10-25,0,False
2020-10-26,66,False
2020-10-27,0,False
2020-10-28,70,False
2020-10-29,85,False
