date,index
2020-03-16,0.0
2020-03-17,0.0
2020-03-18,57.0
2020-03-19,53.0
2020-03-20,42.0
2020-03-21,0.0
2020-03-22,70.0
2020-03-23,77.0
2020-03-24,89.0
2020-03-25,55.0
2020-03-26,69.0
2020-03-27,100.0
2020-03-28,71.0
2020-03-29,58.0
2020-03-30,82.0
2020-03-31,58.0
2020-04-01,51.0
2020-04-02,89.0
2020-04-03,0.0
2020-04-04,88.0
2020-04-05,69.0
2020-04-06,67.0
2020-04-07,97.0
2020-04-08,57.0
2020-04-09,63.0
2020-04-10,51.0
2020-04-11,72.0
2020-04-12,0.0
2020-04-13,72.0
2020-04-14,64.0
2020-04-15,72.0
2020-04-16,inf
2020-04-17,inf
2020-04-18,inf
2020-04-19,0.0
2020-04-20,46.75
2020-04-21,87.73756756756757
2020-04-22,58.46175789473684
2020-04-23,inf
2020-04-24,inf
2020-04-25,inf
2020-04-26,inf
2020-04-27,inf
2020-04-28,inf
2020-04-29,inf
2020-04-30,inf
2020-05-01,inf
2020-05-02,inf
2020-05-03,inf
2020-05-04,inf
2020-05-05,inf
2020-05-06,inf
2020-05-07,inf
2020-05-08,inf
2020-05-09,inf
2020-05-10,0.0
2020-05-11,inf
2020-05-12,inf
2020-05-13,inf
2020-05-14,inf
2020-05-15,inf
2020-05-16,inf
2020-05-17,inf
2020-05-18,inf
2020-05-19,inf
2020-05-20,48.83272727272728
2020-05-21,61.2334328358209
2020-05-22,52.93272352941177
2020-05-23,40.65837391304348
2020-05-24,38.33665285714286
2020-05-25,45.37814788732395
2020-05-26,42.61053749999999
2020-05-27,46.934050684931506
2020-05-28,39.095083783783785
2020-05-29,56.669472
2020-05-30,51.62206315789473
2020-05-31,66.84183116883116
2020-06-01,69.12473846153846
2020-06-02,45.57939620253164
2020-06-03,84.99855375
2020-06-04,63.324198765432094
2020-06-05,58.94731097560976
2020-06-06,62.647662650602406
2020-06-07,35.535609523809526
2020-06-08,67.34283176470589
2020-06-09,56.71958139534884
2020-06-10,39.45246206896552
2020-06-11,41.903206818181815
2020-06-12,35.50716404494382
2020-06-13,75.82731111111111
2020-06-14,0.0
2020-06-15,70.34835
2020-06-16,86.50970322580646
2020-06-17,86.31081702127662
2020-06-18,76.62018526315791
2020-06-19,88.95599999999999
2020-06-20,100.18846907216495
2020-06-21,inf
2020-06-22,inf
2020-06-23,inf
2020-06-24,82.77372277227722
2020-06-25,100.45803921568626
2020-06-26,97.02919417475727
2020-06-27,99.65942307692308
2020-06-28,79.48121904761904
2020-06-29,95.09624150943395
2020-06-30,86.95806355140186
2020-07-01,95.64235925925927
2020-07-02,95.76247706422019
2020-07-03,80.44939636363638
2020-07-04,88.34768918918918
2020-07-05,75.44824553571428
2020-07-06,93.46495575221239
2020-07-07,66.54026578947368
2020-07-08,93.10003043478261
2020-07-09,75.69958620689656
2020-07-10,92.58863247863248
2020-07-11,78.89267796610169
2020-07-12,67.91821848739495
2020-07-13,81.11778
2020-07-14,64.59209752066116
2020-07-15,82.5267737704918
2020-07-16,93.66455284552845
2020-07-17,89.93535483870966
2020-07-18,93.11821199999999
2020-07-19,77.58078571428572
2020-07-20,78.09247795275591
2020-07-21,67.44178125
2020-07-22,84.64542635658914
2020-07-23,63.47037230769231
2020-07-24,59.26904351145038
2020-07-25,59.450692424242426
2020-07-26,56.922179699248126
2020-07-27,55.89424253731343
2020-07-28,21.303056296296294
2020-07-29,35.939460294117644
2020-07-30,46.766470072992696
2020-07-31,85.23985507246377
2020-08-01,59.346602158273384
2020-08-02,39.045792857142864
2020-08-03,48.131670212765954
2020-08-04,63.51368450704226
2020-08-05,83.85475524475524
2020-08-06,82.57638888888889
2020-08-07,60.92519586206897
2020-08-08,53.96453698630137
2020-08-09,47.70030476190476
2020-08-10,37.8430027027027
2020-08-11,32.1044033557047
2020-08-12,39.42956999999999
2020-08-13,35.36076821192053
2020-08-14,44.58065789473684
2020-08-15,41.35487189542483
2020-08-16,30.810932467532474
2020-08-17,27.394180645161292
2020-08-18,21.160633974358973
2020-08-19,20.387862420382167
2020-08-20,18.66732911392405
2020-08-21,20.675115723270437
2020-08-22,18.9242875
2020-08-23,15.24040745341615
2020-08-24,16.299222222222223
2020-08-25,14.472156441717793
2020-08-26,13.589834146341463
2020-08-27,14.650345454545457
2020-08-28,12.771622891566265
2020-08-29,11.902364285714288
2020-08-30,10.910500595238096
2020-08-31,8.962594082840235
2020-09-01,11.997515294117647
2020-09-02,13.04610058479532
2020-09-03,9.065391279069766
2020-09-04,8.088411560693642
2020-09-05,8.090436781609196
2020-09-06,10.785474285714287
2020-09-07,12.22694375
2020-09-08,17.170389830508476
2020-09-09,17.59953370786517
2020-09-10,13.932362011173186
2020-09-11,13.82538
2020-09-12,14.866792817679556
2020-09-13,12.487024725274726
2020-09-14,17.359901639344262
2020-09-15,27.97588152173913
2020-09-16,21.9525227027027
2020-09-17,42.00879032258066
2020-09-18,36.05335187165775
2020-09-19,30.393842553191487
2020-09-20,33.917658730158735
2020-09-21,45.81832894736842
2020-09-22,37.54738952879582
2020-09-23,35.28123697916667
2020-09-24,64.51457823834197
2020-09-25,37.46322577319587
2020-09-26,49.248392307692306
2020-09-27,61.555528571428574
2020-09-28,47.05967614213198
2020-09-29,49.815118181818185
2020-09-30,45.87026130653267
2020-10-01,48.51000200000001
2020-10-02,49.654567164179106
2020-10-03,95.79519356435642
2020-10-04,82.2522197044335
2020-10-05,53.12699607843137
2020-10-06,93.87567073170732
2020-10-07,97.10594174757283
2020-10-08,82.85074879227054
2020-10-09,68.42770528846154
2020-10-10,64.25741626794259
2020-10-11,61.6556319047619
2020-10-12,79.71928436018958
2020-10-13,42.335638679245285
2020-10-14,62.0629647887324
2020-10-15,69.41583878504673
2020-10-16,50.855486511627916
2020-10-17,78.66159722222223
2020-10-18,103.93714285714286
2020-10-19,39.26050183486239
2020-10-20,90.39564931506848
2020-10-21,51.053568181818186
2020-10-22,55.89771945701358
2020-10-23,50.66813063063063
2020-10-24,49.501206278026906
2020-10-25,48.40197857142857
2020-10-26,44.674960000000006
2020-10-27,67.30728097345133
2020-10-28,84.2349039647577
2020-10-29,94.11214035087718
2020-10-30,72.96356375545852
2020-10-31,54.87306956521739
2020-11-01,56.765362337662346
2020-11-02,56.651857758620686
2020-11-03,74.5821244635193
2020-11-04,56.71253974358975
2020-11-05,39.81322553191489
2020-11-06,68.69572754237288
2020-11-07,67.7088911392405
2020-11-08,69.70232352941177
2020-11-09,51.807534728033474
2020-11-10,44.86475625
2020-11-11,54.86811410788382
2020-11-12,37.92877355371901
2020-11-13,39.94250205761317
2020-11-14,38.957435655737704
2020-11-15,46.961325714285714
2020-11-16,57.97052845528455
2020-11-17,77.97941052631579
2020-11-18,61.43359193548387
2020-11-19,59.411554618473886
2020-11-20,61.415092800000004
2020-11-21,42.27714980079681
2020-11-22,60.38383333333333
2020-11-23,67.92020395256918
2020-11-24,63.66561732283465
2020-11-25,66.38272235294117
2020-11-26,68.68717187499999
2020-11-27,81.74340350194552
2020-11-28,46.21628914728682
2020-11-29,50.421908108108106
2020-11-30,60.65234038461538
2020-12-01,91.21811187739463
2020-12-02,66.48435687022902
2020-12-03,87.88228745247147
2020-12-04,55.91309393939394
2020-12-05,63.88743245283019
2020-12-06,52.8915492481203
2020-12-07,63.855005243445696
2020-12-08,59.85089552238806
2020-12-09,79.78432713754648
2020-12-10,55.837371851851856
2020-12-11,45.163826568265684
2020-12-12,69.845125
2020-12-13,63.84044542124541
2020-12-14,39.89348905109489
2020-12-15,94.70192727272727
2020-12-16,94.28463768115941
2020-12-17,60.5127393501805
2020-12-18,54.02751151079137
2020-12-19,53.21366881720431
2020-12-20,64.14326357142858
2020-12-21,41.25320533807829
2020-12-22,33.64800709219858
2020-12-23,23.119471378091873
2020-12-24,0.0
2020-12-25,0.0
2020-12-26,32.756218181818184
2020-12-27,29.160407665505225
2020-12-28,27.25608472222222
2020-12-29,22.431470242214534
2020-12-30,25.451453793103447
2020-12-31,20.59768762886598
2021-01-01,0.0
2021-01-02,21.659976109215016
2021-01-03,26.629328571428573
2021-01-04,27.662215593220335
2021-01-05,25.729564864864866
2021-01-06,24.78133838383838
2021-01-07,36.73660469798658
2021-01-08,31.823529096989965
2021-01-09,28.88691933333333
2021-01-10,17.959018604651163
2021-01-11,30.962081456953644
2021-01-12,19.006402310231024
2021-01-13,27.05055394736842
2021-01-14,17.058017377049183
2021-01-15,34.10906666666666
2021-01-16,48.86560912052117
2021-01-17,36.602397727272724
2021-01-18,41.76946278317153
2021-01-19,52.08332258064517
2021-01-20,65.39345627009646
2021-01-21,65.08516923076924
2021-01-22,63.68481533546326
2021-01-23,59.01596369426752
2021-01-24,64.44708603174604
2021-01-25,44.76232088607595
2021-01-26,70.39280157728707
2021-01-27,62.2070893081761
2021-01-28,74.0064777429467
2021-01-29,56.006191875
2021-01-30,75.33963831775702
2021-01-31,59.72140838509317
2021-02-01,88.99731640866872
2021-02-02,84.17926111111112
2021-02-03,106.37532307692305
2021-02-04,66.67581809815951
2021-02-05,72.66349908256882
2021-02-06,93.25694054878048
2021-02-07,100.1096462006079
2021-02-08,93.39133636363636
2021-02-09,69.18656827794563
2021-02-10,0.0
2021-02-11,63.42411951951952
2021-02-12,0.0
2021-02-13,0.0
2021-02-14,47.406046428571436
2021-02-15,63.25117744807122
2021-02-16,67.11491094674557
2021-02-17,57.989529203539824
2021-02-18,70.85112970588236
2021-02-19,53.78127624633431
2021-02-20,76.68785730994153
2021-02-21,75.69059358600582
2021-02-22,53.780672093023256
2021-02-23,39.83458550724638
2021-02-24,inf
2021-02-25,0.0
2021-02-26,66.55477729885058
2021-02-27,53.66612836676217
2021-02-28,65.62231028571428
2021-03-01,58.68834216524216
2021-03-02,57.71797500000001
2021-03-03,82.63303654390936
2021-03-04,42.82733192090396
2021-03-05,61.773551549295775
2021-03-06,0.0
2021-03-07,82.96249887955182
2021-03-08,45.980507821229054
2021-03-09,79.96929247910865
2021-03-10,79.34856555555555
2021-03-11,67.41456481994459
2021-03-12,92.54109723756906
2021-03-13,78.45624628099172
2021-03-14,86.47207857142858
2021-03-15,56.30571397260275
2021-03-16,76.41264262295084
