date,index
2020-03-16,91.0
2020-03-17,76.0
2020-03-18,72.0
2020-03-19,76.0
2020-03-20,92.0
2020-03-21,88.0
2020-03-22,47.0
2020-03-23,88.0
2020-03-24,74.0
2020-03-25,87.0
2020-03-26,100.0
2020-03-27,74.0
2020-03-28,86.0
2020-03-29,46.0
2020-03-30,44.0
2020-03-31,44.0
2020-04-01,49.0
2020-04-02,83.0
2020-04-03,30.0
2020-04-04,46.0
2020-04-05,0.0
2020-04-06,38.0
2020-04-07,0.0
2020-04-08,48.0
2020-04-09,56.0
2020-04-10,0.0
2020-04-11,54.0
2020-04-12,42.0
2020-04-13,57.0
2020-04-14,43.0
2020-04-15,38.0
2020-04-16,31.0
2020-04-17,36.411259835329744
2020-04-18,30.08823529411765
2020-04-19,0.0
2020-04-20,0.0
2020-04-21,0.0
2020-04-22,0.0
2020-04-23,38.69177962401951
2020-04-24,0.0
2020-04-25,0.0
2020-04-26,0.0
2020-04-27,50.19474113386315
2020-04-28,inf
2020-04-29,inf
2020-04-30,34.23482428098818
2020-05-01,0.0
2020-05-02,0.0
2020-05-03,0.0
2020-05-04,inf
2020-05-05,0.0
2020-05-06,inf
2020-05-07,inf
2020-05-08,inf
2020-05-09,inf
2020-05-10,0.0
2020-05-11,0.0
2020-05-12,0.0
2020-05-13,0.0
2020-05-14,0.0
2020-05-15,0.0
2020-05-16,0.0
2020-05-17,0.0
2020-05-18,93.19752178955366
2020-05-19,75.08436233996892
2020-05-20,0.0
2020-05-21,0.0
2020-05-22,0.0
2020-05-23,92.51630786839587
2020-05-24,0.0
2020-05-25,inf
2020-05-26,0.0
2020-05-27,0.0
2020-05-28,0.0
2020-05-29,0.0
2020-05-30,0.0
2020-05-31,0.0
2020-06-01,inf
2020-06-02,84.85394872752278
2020-06-03,0.0
2020-06-04,0.0
2020-06-05,96.7542952490382
2020-06-06,inf
2020-06-07,89.01395162911514
2020-06-08,0.0
2020-06-09,70.63063553179788
2020-06-10,60.95520600689406
2020-06-11,81.43267387810737
2020-06-12,96.68838509796596
2020-06-13,76.4429570783469
2020-06-14,94.59584137684564
2020-06-15,inf
2020-06-16,46.84910998754208
2020-06-17,93.39088307008419
2020-06-18,inf
2020-06-19,92.85175415213412
2020-06-20,0.0
2020-06-21,80.97628828536293
2020-06-22,47.54284813809649
2020-06-23,49.61592733632253
2020-06-24,60.84972220492385
2020-06-25,71.13168753640385
2020-06-26,59.75061753057923
2020-06-27,inf
2020-06-28,inf
2020-06-29,inf
2020-06-30,inf
2020-07-01,inf
2020-07-02,inf
2020-07-03,inf
2020-07-04,inf
2020-07-05,inf
2020-07-06,inf
2020-07-07,inf
2020-07-08,inf
2020-07-09,inf
2020-07-10,inf
2020-07-11,inf
2020-07-12,inf
2020-07-13,inf
2020-07-14,inf
2020-07-15,inf
2020-07-16,inf
2020-07-17,inf
2020-07-18,inf
2020-07-19,inf
2020-07-20,inf
2020-07-21,39.30205882319767
2020-07-22,41.23325961167582
2020-07-23,29.1926696357098
2020-07-24,40.80359988505816
2020-07-25,0.0
2020-07-26,50.45723085602374
2020-07-27,38.15635896857715
2020-07-28,39.464924631715604
2020-07-29,77.39746052005422
2020-07-30,0.0
2020-07-31,48.27206179524162
2020-08-01,84.24132984058518
2020-08-02,53.736891133429715
2020-08-03,44.309424850491396
2020-08-04,58.41509418731455
2020-08-05,69.0755755941099
2020-08-06,46.454814148820745
