date,index
2020-03-16,0.0
2020-03-17,0.0
2020-03-18,5.0
2020-03-19,0.0
2020-03-20,5.0
2020-03-21,4.0
2020-03-22,4.0
2020-03-23,5.0
2020-03-24,6.0
2020-03-25,11.0
2020-03-26,8.0
2020-03-27,12.0
2020-03-28,11.0
2020-03-29,12.0
2020-03-30,17.0
2020-03-31,23.0
2020-04-01,26.0
2020-04-02,33.0
2020-04-03,37.0
2020-04-04,39.0
2020-04-05,43.0
2020-04-06,100.0
2020-04-07,98.0
2020-04-08,46.0
2020-04-09,29.0
2020-04-10,28.0
2020-04-11,29.0
2020-04-12,41.0
2020-04-13,54.0
2020-04-14,52.0
2020-04-15,63.0
2020-04-16,65.0
2020-04-17,57.0
2020-04-18,57.0
2020-04-19,74.0
2020-04-20,87.0
2020-04-21,92.0
2020-04-22,91.0
2020-04-23,63.44562750701935
2020-04-24,58.4017717667054
2020-04-25,21.869400060950703
2020-04-26,19.225515318640003
2020-04-27,28.543241943005885
2020-04-28,36.269848665195134
2020-04-29,32.373606535137995
2020-04-30,45.91204727418395
2020-05-01,36.88768860776492
2020-05-02,32.10475651993082
2020-05-03,29.502912378534987
2020-05-04,37.914796025107655
2020-05-05,35.08876413794649
2020-05-06,29.483936103909652
2020-05-07,80.87041963983722
2020-05-08,72.91546079275146
2020-05-09,78.67188136619579
2020-05-10,65.46473677963674
2020-05-11,74.9350313543523
2020-05-12,67.79301446189409
2020-05-13,35.295495896395416
2020-05-14,21.95857417851418
2020-05-15,18.176923817322127
2020-05-16,17.94048472011681
2020-05-17,12.82272434953325
2020-05-18,13.144841786873297
2020-05-19,10.087140906451184
2020-05-20,8.585780480949829
2020-05-21,12.259392142749551
2020-05-22,8.918953854813768
2020-05-23,7.258580727800391
2020-05-24,6.423455678855888
2020-05-25,9.249809534622589
2020-05-26,10.260603397765573
2020-05-27,8.464958450331824
2020-05-28,9.481469212751461
2020-05-29,8.603245193088627
2020-05-30,5.782547135812344
2020-05-31,5.828885066566105
2020-06-01,6.853944374194031
2020-06-02,4.93206406693533
2020-06-03,4.968734508383552
2020-06-04,4.002847941264192
2020-06-05,4.029315751716033
2020-06-06,4.055555625622475
2020-06-07,3.0613805328194297
2020-06-08,5.133732651692537
2020-06-09,5.1651542204612735
2020-06-10,6.234223594173946
2020-06-11,7.274528764795882
2020-06-12,27.898412120813312
2020-06-13,92.28907427397401
2020-06-14,125.95622083060344
2020-06-15,192.24150776568675
2020-06-16,100.76577981943082
2020-06-17,51.800820310726806
2020-06-18,30.09854487220067
2020-06-19,31.078620285162373
2020-06-20,18.827716420889207
2020-06-21,14.600646841476367
2020-06-22,24.71916449778237
2020-06-23,22.264937895059845
2020-06-24,14.931047197063624
2020-06-25,17.706681141730712
2020-06-26,18.704576059965305
2020-06-27,15.083955022682405
2020-06-28,11.685189554215203
2020-06-29,19.787831902018922
2020-06-30,31.4937861502932
2020-07-01,22.605713711157247
2020-07-02,16.728047345779924
2020-07-03,14.91968230699317
2020-07-04,8.433918935909912
2020-07-05,10.472269384951677
2020-07-06,16.887260869969236
2020-07-07,16.403585875061033
2020-07-08,16.8842137876968
2020-07-09,9.183213440391253
2020-07-10,8.884718479521844
2020-07-11,7.684324619887363
2020-07-12,8.393895998984576
2020-07-13,11.130179355569396
2020-07-14,12.097497663352922
2020-07-15,21.51117628354364
2020-07-16,42.58672379682932
2020-07-17,75.96515400769786
2020-07-18,63.306452377861376
2020-07-19,53.45252745332858
2020-07-20,58.92865794779531
2020-07-21,82.55360939702308
2020-07-22,96.67290427444357
2020-07-23,83.64014962169173
2020-07-24,91.79577958833266
2020-07-25,79.38153924394777
2020-07-26,123.21402208420213
2020-07-27,121.36042907018701
2020-07-28,99.12288905238715
2020-07-29,103.10348050636149
2020-07-30,117.7121775878094
2020-07-31,131.46399816253282
2020-08-01,114.87907406264301
2020-08-02,83.10638700120748
2020-08-03,46.03917850093779
2020-08-04,12.661969048658483
2020-08-05,6.81201786516936
2020-08-06,6.007551519559767
2020-08-07,5.1987660078844575
2020-08-08,4.364233003316142
2020-08-09,3.5112056779245897
2020-08-10,5.304257840574136
2020-08-11,5.333516238193479
2020-08-12,6.263438786822644
2020-08-13,8.097298986028074
2020-08-14,6.334671005402668
2020-08-15,6.370434581877933
2020-08-16,7.334931733685897
2020-08-17,22.17839249280359
2020-08-18,8.380061604108993
2020-08-19,3.7521593466277956
2020-08-20,2.834248641890764
2020-08-21,1.90274645730895
2020-08-22,1.920053529605323
2020-08-23,1.9284378672151492
2020-08-24,1.9451590922286528
2020-08-25,1.9530822243710866
2020-08-26,1.965163560947879
2020-08-27,1.9769117532707565
2020-08-28,1.9883889057930193
2020-08-29,0.0
2020-08-30,2.0107888487092276
2020-08-31,3.0325284852684558
2020-09-01,4.063730564915172
2020-09-02,3.5053667810876963
2020-09-03,12.775431906240641
2020-09-04,12.528442781806929
2020-09-05,10.770414934121558
2020-09-06,9.047265761424216
2020-09-07,14.825300475223175
2020-09-08,13.107862823987055
2020-09-09,7.144610546434515
2020-09-10,9.828733981311668
2020-09-11,9.673012780852353
2020-09-12,9.52569292904413
2020-09-13,8.026570305767592
2020-09-14,10.512975215141964
2020-09-15,9.030724440596142
2020-09-16,8.86852652881938
2020-09-17,35.39974814257601
2020-09-18,111.17202513280766
2020-09-19,84.31865485345449
2020-09-20,0.0
2020-09-21,107.87729111004396
2020-09-22,125.74386496959451
2020-09-23,113.9960986029948
2020-09-24,114.97332528803967
2020-09-25,91.42225598524783
2020-09-26,0.0
2020-09-27,81.29858471181164
2020-09-28,86.97222110756113
2020-09-29,90.02421999150005
2020-09-30,83.79824506765931
2020-10-01,57.28914021176217
2020-10-02,68.3767972937737
2020-10-03,0.0
2020-10-04,0.0
2020-10-05,92.01781253817818
2020-10-06,114.98393976467923
2020-10-07,95.91113705824134
2020-10-08,117.81993343857609
2020-10-09,108.69628830565014
2020-10-10,0.0
2020-10-11,0.0
2020-10-12,77.85155660191595
2020-10-13,79.00307430172735
2020-10-14,64.52046241564874
2020-10-15,60.37308850607498
2020-10-16,86.02861592607897
2020-10-17,0.0
2020-10-18,56.068144026005704
2020-10-19,77.85137556603439
2020-10-20,93.82344145788332
2020-10-21,81.98146288697143
2020-10-22,83.12612664859199
2020-10-23,0.0
2020-10-24,53.606511979579004
2020-10-25,0.0
2020-10-26,60.68675441033093
2020-10-27,67.65390636337969
2020-10-28,0.0
2020-10-29,53.74724707828986
2020-10-30,0.0
2020-10-31,0.0
2020-11-01,0.0
2020-11-02,57.71161138941979
2020-11-03,80.60071610450164
2020-11-04,60.70188113160615
2020-11-05,59.74816485991398
2020-11-06,0.0
2020-11-07,0.0
2020-11-08,0.0
2020-11-09,45.11099212829105
2020-11-10,60.1467577756715
2020-11-11,88.2134606535052
2020-11-12,0.0
2020-11-13,0.0
2020-11-14,0.0
2020-11-15,0.0
2020-11-16,90.2722725408327
2020-11-17,51.15304036344247
2020-11-18,0.0
2020-11-19,69.16680355729868
2020-11-20,95.91069586988431
2020-11-21,0.0
2020-11-22,0.0
2020-11-23,65.52024333529195
2020-11-24,0.0
2020-11-25,0.0
2020-11-26,0.0
2020-11-27,59.338129057012594
2020-11-28,0.0
2020-11-29,0.0
2020-11-30,100.45568180709678
2020-12-01,79.35723635061933
2020-12-02,86.3859282587774
2020-12-03,100.30145146094786
2020-12-04,89.21858360318707
2020-12-05,84.16141630685134
2020-12-06,97.60135177549584
2020-12-07,66.50700337939655
2020-12-08,47.93228294138622
2020-12-09,45.005188767807745
2020-12-10,0.0
2020-12-11,46.09955173616424
2020-12-12,0.0
2020-12-13,0.0
2020-12-14,0.0
2020-12-15,34.404040374994636
2020-12-16,0.0
2020-12-17,0.0
2020-12-18,inf
2020-12-19,inf
2020-12-20,inf
2020-12-21,inf
2020-12-22,inf
2020-12-23,0.0
2020-12-24,0.0
2020-12-25,0.0
2020-12-26,0.0
2020-12-27,30.60406191219074
2020-12-28,inf
2020-12-29,inf
2020-12-30,inf
2020-12-31,0.0
2021-01-01,inf
2021-01-02,0.0
2021-01-03,0.0
2021-01-04,inf
2021-01-05,inf
2021-01-06,0.0
2021-01-07,0.0
2021-01-08,0.0
2021-01-09,0.0
2021-01-10,0.0
2021-01-11,0.0
2021-01-12,0.0
2021-01-13,0.0
2021-01-14,inf
2021-01-15,inf
2021-01-16,0.0
2021-01-17,0.0
2021-01-18,0.0
2021-01-19,inf
2021-01-20,0.0
2021-01-21,0.0
2021-01-22,inf
2021-01-23,0.0
2021-01-24,0.0
2021-01-25,inf
2021-01-26,inf
2021-01-27,0.0
2021-01-28,0.0
2021-01-29,inf
2021-01-30,inf
2021-01-31,0.0
2021-02-01,inf
2021-02-02,inf
2021-02-03,0.0
2021-02-04,0.0
2021-02-05,inf
2021-02-06,0.0
2021-02-07,0.0
2021-02-08,0.0
2021-02-09,0.0
2021-02-10,0.0
2021-02-11,0.0
2021-02-12,0.0
2021-02-13,0.0
2021-02-14,0.0
2021-02-15,0.0
2021-02-16,0.0
2021-02-17,0.0
2021-02-18,70.09411764705882
2021-02-19,46.8777276714125
2021-02-20,0.0
2021-02-21,0.0
2021-02-22,66.6263863108295
2021-02-23,0.0
2021-02-24,42.1389743892205
2021-02-25,0.0
2021-02-26,0.0
2021-02-27,0.0
2021-02-28,63.10257013205601
2021-03-01,0.0
2021-03-02,0.0
2021-03-03,0.0
2021-03-04,67.01896059141339
2021-03-05,0.0
2021-03-06,0.0
2021-03-07,0.0
2021-03-08,99.88748901835555
2021-03-09,80.90937410052649
2021-03-10,61.931017621017226
2021-03-11,63.92918710472853
2021-03-12,83.90757185064605
2021-03-13,99.40943955810793
2021-03-14,99.3764548827609
2021-03-15,99.13488765271035
2021-03-16,70.38914132545169
